Attacking Type 1,Attacking Type 2,Defending Type 1,Defending Type 2,Effectiveness
Normal,Water,Flying,Water,1.0
Normal,Water,Psychic,Water,1.0
Normal,Water,Bug,Water,1.0
Normal,Water,Rock,Water,2.0
Normal,Water,Ghost,Water,1.0
Normal,Water,Dragon,Water,0.5
Normal,Water,Dark,Water,1.0
Normal,Water,Steel,Water,1.0
Normal,Water,Fairy,Water,1.0
Electric,Normal,Normal,Water,1.0
Electric,Normal,Fire,Water,1.0
Electric,Normal,Water,Water,2.0
Electric,Normal,Electric,Water,0.5
Electric,Normal,Grass,Water,0.5
Electric,Normal,Ice,Water,1.0
Electric,Normal,Fighting,Water,1.0
Electric,Normal,Poison,Water,1.0
Electric,Normal,Ground,Water,0.0
Electric,Normal,Flying,Water,2.0
Electric,Normal,Psychic,Water,1.0
Electric,Normal,Bug,Water,1.0
Electric,Normal,Rock,Water,1.0
Electric,Normal,Ghost,Water,1.0
Electric,Normal,Dragon,Water,0.5
Electric,Normal,Dark,Water,1.0
Electric,Normal,Steel,Water,1.0
Electric,Normal,Fairy,Water,1.0
Grass,Normal,Normal,Water,1.0
Grass,Normal,Fire,Water,0.5
Grass,Normal,Water,Water,2.0
Grass,Normal,Electric,Water,1.0
Grass,Normal,Grass,Water,0.5
Grass,Normal,Ice,Water,1.0
Grass,Normal,Fighting,Water,1.0
Grass,Normal,Poison,Water,0.5
Grass,Normal,Ground,Water,2.0
Grass,Normal,Flying,Water,0.5
Grass,Normal,Psychic,Water,1.0
Grass,Normal,Bug,Water,0.5
Grass,Normal,Rock,Water,2.0
Grass,Normal,Ghost,Water,1.0
Grass,Normal,Dragon,Water,0.5
Grass,Normal,Dark,Water,1.0
Grass,Normal,Steel,Water,0.5
Grass,Normal,Fairy,Water,1.0
Ice,Normal,Normal,Water,1.0
Ice,Normal,Water,Water,0.5
Ice,Normal,Electric,Water,1.0
Ice,Normal,Grass,Water,2.0
Ice,Normal,Ice,Water,0.5
Ice,Normal,Fighting,Water,1.0
Ice,Normal,Poison,Water,1.0
Ice,Normal,Ground,Water,2.0
Ice,Normal,Flying,Water,2.0
Ice,Normal,Psychic,Water,1.0
Ice,Normal,Bug,Water,1.0
Ice,Normal,Rock,Water,1.0
Ice,Normal,Ghost,Water,1.0
Ice,Normal,Dragon,Water,2.0
Ice,Normal,Dark,Water,1.0
Ice,Normal,Steel,Water,0.5
Ice,Normal,Fairy,Water,1.0
Fighting,Normal,Normal,Water,2.0
Fighting,Normal,Water,Water,1.0
Fighting,Normal,Electric,Water,1.0
Fighting,Normal,Grass,Water,1.0
Fighting,Normal,Ice,Water,2.0
Fighting,Normal,Fighting,Water,1.0
Fighting,Normal,Poison,Water,0.5
Fighting,Normal,Ground,Water,1.0
Fighting,Normal,Flying,Water,0.5
Fighting,Normal,Psychic,Water,0.5
Fighting,Normal,Bug,Water,0.5
Fighting,Normal,Rock,Water,2.0
Fighting,Normal,Ghost,Water,0.0
Fighting,Normal,Dragon,Water,1.0
Fighting,Normal,Dark,Water,2.0
Fighting,Normal,Steel,Water,2.0
Fighting,Normal,Fairy,Water,0.5
Normal,Poison,Water,Water,1.0
Normal,Poison,Electric,Water,1.0
Normal,Poison,Grass,Water,2.0
Normal,Poison,Ice,Water,1.0
Normal,Poison,Fighting,Water,1.0
Normal,Poison,Poison,Water,0.5
Normal,Poison,Ground,Water,0.5
Normal,Poison,Flying,Water,1.0
Normal,Poison,Psychic,Water,1.0
Normal,Poison,Bug,Water,1.0
Normal,Poison,Rock,Water,0.5
Normal,Poison,Ghost,Water,0.5
Normal,Poison,Dragon,Water,1.0
Normal,Poison,Dark,Water,1.0
Normal,Poison,Steel,Water,0.0
Normal,Poison,Fairy,Water,2.0
Ground,Normal,Fire,Water,2.0
Ground,Normal,Water,Water,1.0
Ground,Normal,Electric,Water,2.0
Ground,Normal,Grass,Water,0.5
Ground,Normal,Ice,Water,1.0
Ground,Normal,Fighting,Water,1.0
Ground,Normal,Poison,Water,2.0
Ground,Normal,Ground,Water,1.0
Ground,Normal,Flying,Water,0.0
Ground,Normal,Psychic,Water,1.0
Ground,Normal,Bug,Water,0.5
Ground,Normal,Rock,Water,2.0
Ground,Normal,Ghost,Water,1.0
Ground,Normal,Dragon,Water,1.0
Ground,Normal,Dark,Water,1.0
Ground,Normal,Steel,Water,2.0
Ground,Normal,Fairy,Water,1.0
Flying,Normal,Water,Water,1.0
Flying,Normal,Electric,Water,0.5
Flying,Normal,Grass,Water,2.0
Flying,Normal,Ice,Water,1.0
Flying,Normal,Fighting,Water,2.0
Flying,Normal,Poison,Water,1.0
Flying,Normal,Ground,Water,1.0
Flying,Normal,Flying,Water,1.0
Flying,Normal,Psychic,Water,1.0
Flying,Normal,Bug,Water,2.0
Flying,Normal,Rock,Water,0.5
Flying,Normal,Ghost,Water,1.0
Flying,Normal,Dragon,Water,1.0
Flying,Normal,Dark,Water,1.0
Flying,Normal,Steel,Water,0.5
Flying,Normal,Fairy,Water,1.0
Normal,Psychic,Water,Water,1.0
Normal,Psychic,Electric,Water,1.0
Normal,Psychic,Grass,Water,1.0
Normal,Psychic,Ice,Water,1.0
Normal,Psychic,Fighting,Water,2.0
Normal,Psychic,Poison,Water,2.0
Normal,Psychic,Ground,Water,1.0
Normal,Psychic,Flying,Water,1.0
Normal,Psychic,Psychic,Water,0.5
Normal,Psychic,Bug,Water,1.0
Normal,Psychic,Rock,Water,1.0
Normal,Psychic,Ghost,Water,1.0
Normal,Psychic,Dragon,Water,1.0
Normal,Psychic,Dark,Water,0.0
Normal,Psychic,Steel,Water,0.5
Normal,Psychic,Fairy,Water,1.0
Bug,Normal,Fire,Water,0.5
Bug,Normal,Water,Water,1.0
Bug,Normal,Electric,Water,1.0
Bug,Normal,Grass,Water,2.0
Bug,Normal,Ice,Water,1.0
Bug,Normal,Fighting,Water,0.5
Bug,Normal,Poison,Water,0.5
Bug,Normal,Ground,Water,1.0
Bug,Normal,Flying,Water,0.5
Bug,Normal,Psychic,Water,2.0
Bug,Normal,Bug,Water,1.0
Bug,Normal,Rock,Water,1.0
Bug,Normal,Ghost,Water,0.5
Bug,Normal,Dragon,Water,1.0
Bug,Normal,Dark,Water,2.0
Bug,Normal,Steel,Water,0.5
Bug,Normal,Fairy,Water,0.5
Normal,Rock,Fire,Water,2.0
Normal,Rock,Water,Water,1.0
Normal,Rock,Electric,Water,1.0
Normal,Rock,Grass,Water,1.0
Normal,Rock,Ice,Water,2.0
Normal,Rock,Fighting,Water,0.5
Normal,Rock,Poison,Water,1.0
Normal,Rock,Ground,Water,0.5
Normal,Rock,Flying,Water,2.0
Normal,Rock,Psychic,Water,1.0
Normal,Rock,Bug,Water,2.0
Normal,Rock,Rock,Water,1.0
Normal,Rock,Ghost,Water,1.0
Normal,Rock,Dragon,Water,1.0
Normal,Rock,Dark,Water,1.0
Normal,Rock,Steel,Water,0.5
Normal,Rock,Fairy,Water,1.0
Ghost,Normal,Normal,Water,0.0
Ghost,Normal,Water,Water,1.0
Ghost,Normal,Electric,Water,1.0
Ghost,Normal,Grass,Water,1.0
Ghost,Normal,Ice,Water,1.0
Ghost,Normal,Fighting,Water,1.0
Ghost,Normal,Poison,Water,1.0
Ghost,Normal,Ground,Water,1.0
Ghost,Normal,Flying,Water,1.0
Ghost,Normal,Psychic,Water,2.0
Ghost,Normal,Bug,Water,1.0
Ghost,Normal,Rock,Water,1.0
Ghost,Normal,Ghost,Water,2.0
Ghost,Normal,Dragon,Water,1.0
Ghost,Normal,Dark,Water,0.5
Ghost,Normal,Steel,Water,1.0
Ghost,Normal,Fairy,Water,1.0
Dragon,Normal,Water,Water,1.0
Dragon,Normal,Electric,Water,1.0
Dragon,Normal,Grass,Water,1.0
Dragon,Normal,Ice,Water,1.0
Dragon,Normal,Fighting,Water,1.0
Dragon,Normal,Poison,Water,1.0
Dragon,Normal,Ground,Water,1.0
Dragon,Normal,Flying,Water,1.0
Dragon,Normal,Psychic,Water,1.0
Dragon,Normal,Bug,Water,1.0
Dragon,Normal,Rock,Water,1.0
Dragon,Normal,Ghost,Water,1.0
Dragon,Normal,Dragon,Water,2.0
Dragon,Normal,Dark,Water,1.0
Dragon,Normal,Steel,Water,0.5
Dragon,Normal,Fairy,Water,0.0
Dark,Normal,Water,Water,1.0
Dark,Normal,Electric,Water,1.0
Dark,Normal,Grass,Water,1.0
Dark,Normal,Ice,Water,1.0
Dark,Normal,Fighting,Water,0.5
Dark,Normal,Poison,Water,1.0
Dark,Normal,Ground,Water,1.0
Dark,Normal,Flying,Water,1.0
Dark,Normal,Psychic,Water,2.0
Dark,Normal,Bug,Water,1.0
Dark,Normal,Rock,Water,1.0
Dark,Normal,Ghost,Water,2.0
Dark,Normal,Dragon,Water,1.0
Dark,Normal,Dark,Water,0.5
Dark,Normal,Steel,Water,1.0
Dark,Normal,Fairy,Water,0.5
Normal,Steel,Normal,Water,1.0
Normal,Steel,Water,Water,0.5
Normal,Steel,Electric,Water,0.5
Normal,Steel,Grass,Water,1.0
Normal,Steel,Ice,Water,2.0
Normal,Steel,Fighting,Water,1.0
Normal,Steel,Poison,Water,1.0
Normal,Steel,Ground,Water,1.0
Normal,Steel,Flying,Water,1.0
Normal,Steel,Psychic,Water,1.0
Normal,Steel,Bug,Water,1.0
Normal,Steel,Rock,Water,2.0
Normal,Steel,Ghost,Water,1.0
Normal,Steel,Dragon,Water,1.0
Normal,Steel,Dark,Water,1.0
Normal,Steel,Steel,Water,0.5
Normal,Steel,Fairy,Water,2.0
Fairy,Normal,Fire,Water,0.5
Fairy,Normal,Water,Water,1.0
Fairy,Normal,Electric,Water,1.0
Fairy,Normal,Grass,Water,1.0
Fairy,Normal,Ice,Water,1.0
Fairy,Normal,Fighting,Water,2.0
Fairy,Normal,Poison,Water,0.5
Fairy,Normal,Ground,Water,1.0
Fairy,Normal,Flying,Water,1.0
Fairy,Normal,Psychic,Water,1.0
Fairy,Normal,Bug,Water,1.0
Fairy,Normal,Rock,Water,1.0
Fairy,Normal,Ghost,Water,1.0
Fairy,Normal,Dragon,Water,2.0
Fairy,Normal,Dark,Water,2.0
Fairy,Normal,Steel,Water,0.5
Fairy,Normal,Fairy,Water,1.0
Normal,Normal,Electric,Electric,1.0
Normal,Normal,Electric,Grass,1.0
Normal,Normal,Electric,Ice,1.0
Normal,Normal,Electric,Fighting,1.0
Normal,Normal,Electric,Poison,1.0
Normal,Normal,Electric,Ground,1.0
Normal,Normal,Electric,Flying,1.0
Normal,Normal,Electric,Psychic,1.0
Normal,Normal,Bug,Electric,1.0
Normal,Normal,Electric,Rock,0.5
Normal,Normal,Electric,Ghost,0.0
Normal,Normal,Dragon,Electric,1.0
Normal,Normal,Dark,Electric,1.0
Normal,Normal,Electric,Steel,0.5
Normal,Normal,Electric,Fairy,1.0
Fire,Normal,Electric,Fire,0.5
Fire,Normal,Electric,Water,0.5
Fire,Normal,Electric,Electric,1.0
Fire,Normal,Electric,Grass,2.0
Fire,Normal,Electric,Ice,2.0
Fire,Normal,Electric,Fighting,1.0
Fire,Normal,Electric,Poison,1.0
Fire,Normal,Electric,Ground,1.0
Fire,Normal,Electric,Flying,1.0
Fire,Normal,Electric,Psychic,1.0
Fire,Normal,Bug,Electric,2.0
Fire,Normal,Electric,Rock,0.5
Fire,Normal,Electric,Ghost,1.0
Fire,Normal,Dragon,Electric,0.5
Fire,Normal,Dark,Electric,1.0
Fire,Normal,Electric,Steel,2.0
Fire,Normal,Electric,Fairy,1.0
Normal,Water,Electric,Fire,2.0
Normal,Water,Electric,Water,0.5
Normal,Water,Electric,Electric,1.0
Normal,Water,Electric,Grass,0.5
Normal,Water,Electric,Ice,1.0
Normal,Water,Electric,Fighting,1.0
Normal,Water,Electric,Poison,1.0
Normal,Water,Electric,Ground,2.0
Normal,Water,Electric,Flying,1.0
Normal,Water,Electric,Psychic,1.0
Normal,Water,Bug,Electric,1.0
Normal,Water,Electric,Rock,2.0
Normal,Water,Electric,Ghost,1.0
Normal,Water,Dragon,Electric,0.5
Normal,Water,Dark,Electric,1.0
Normal,Water,Electric,Steel,1.0
Normal,Water,Electric,Fairy,1.0
Electric,Normal,Electric,Normal,1.0
Electric,Normal,Electric,Fire,1.0
Electric,Normal,Electric,Water,2.0
Electric,Normal,Electric,Electric,0.5
Electric,Normal,Electric,Grass,0.5
Electric,Normal,Electric,Ice,1.0
Electric,Normal,Electric,Fighting,1.0
Electric,Normal,Electric,Poison,1.0
Electric,Normal,Electric,Ground,0.0
Electric,Normal,Electric,Flying,2.0
Electric,Normal,Electric,Psychic,1.0
Electric,Normal,Bug,Electric,1.0
Electric,Normal,Electric,Rock,1.0
Electric,Normal,Electric,Ghost,1.0
Electric,Normal,Dragon,Electric,0.5
Electric,Normal,Dark,Electric,1.0
Electric,Normal,Electric,Steel,1.0
Electric,Normal,Electric,Fairy,1.0
Grass,Normal,Electric,Fire,0.5
Grass,Normal,Electric,Water,2.0
Grass,Normal,Electric,Electric,1.0
Grass,Normal,Electric,Grass,0.5
Grass,Normal,Electric,Ice,1.0
Grass,Normal,Electric,Fighting,1.0
Grass,Normal,Electric,Poison,0.5
Grass,Normal,Electric,Ground,2.0
Grass,Normal,Electric,Flying,0.5
Grass,Normal,Electric,Psychic,1.0
Grass,Normal,Bug,Electric,0.5
Grass,Normal,Electric,Rock,2.0
Grass,Normal,Electric,Ghost,1.0
Grass,Normal,Dragon,Electric,0.5
Grass,Normal,Dark,Electric,1.0
Grass,Normal,Electric,Steel,0.5
Grass,Normal,Electric,Fairy,1.0
Ice,Normal,Electric,Fire,0.5
Ice,Normal,Electric,Water,0.5
Ice,Normal,Electric,Electric,1.0
Ice,Normal,Electric,Grass,2.0
Ice,Normal,Electric,Ice,0.5
Ice,Normal,Electric,Fighting,1.0
Ice,Normal,Electric,Poison,1.0
Ice,Normal,Electric,Ground,2.0
Ice,Normal,Electric,Flying,2.0
Ice,Normal,Electric,Psychic,1.0
Ice,Normal,Bug,Electric,1.0
Ice,Normal,Electric,Rock,1.0
Ice,Normal,Electric,Ghost,1.0
Ice,Normal,Dragon,Electric,2.0
Ice,Normal,Dark,Electric,1.0
Ice,Normal,Electric,Steel,0.5
Ice,Normal,Electric,Fairy,1.0
Fighting,Normal,Electric,Normal,2.0
Fighting,Normal,Electric,Electric,1.0
Fighting,Normal,Electric,Grass,1.0
Fighting,Normal,Electric,Ice,2.0
Fighting,Normal,Electric,Fighting,1.0
Fighting,Normal,Electric,Poison,0.5
Fighting,Normal,Electric,Ground,1.0
Fighting,Normal,Electric,Flying,0.5
Fighting,Normal,Electric,Psychic,0.5
Fighting,Normal,Bug,Electric,0.5
Fighting,Normal,Electric,Rock,2.0
Fighting,Normal,Electric,Ghost,0.0
Fighting,Normal,Dragon,Electric,1.0
Fighting,Normal,Dark,Electric,2.0
Fighting,Normal,Electric,Steel,2.0
Fighting,Normal,Electric,Fairy,0.5
Normal,Poison,Electric,Electric,1.0
Normal,Poison,Electric,Grass,2.0
Normal,Poison,Electric,Ice,1.0
Normal,Poison,Electric,Fighting,1.0
Normal,Poison,Electric,Poison,0.5
Normal,Poison,Electric,Ground,0.5
Normal,Poison,Electric,Flying,1.0
Normal,Poison,Electric,Psychic,1.0
Normal,Poison,Bug,Electric,1.0
Normal,Poison,Electric,Rock,0.5
Normal,Poison,Electric,Ghost,0.5
Normal,Poison,Dragon,Electric,1.0
Normal,Poison,Dark,Electric,1.0
Normal,Poison,Electric,Steel,0.0
Normal,Poison,Electric,Fairy,2.0
Ground,Normal,Electric,Normal,1.0
Ground,Normal,Electric,Water,1.0
Ground,Normal,Electric,Electric,2.0
Ground,Normal,Electric,Grass,0.5
Ground,Normal,Electric,Ice,1.0
Ground,Normal,Electric,Fighting,1.0
Ground,Normal,Electric,Poison,2.0
Ground,Normal,Electric,Ground,1.0
Ground,Normal,Electric,Flying,0.0
Ground,Normal,Electric,Psychic,1.0
Ground,Normal,Bug,Electric,0.5
Ground,Normal,Electric,Rock,2.0
Ground,Normal,Electric,Ghost,1.0
Ground,Normal,Dragon,Electric,1.0
Ground,Normal,Dark,Electric,1.0
Ground,Normal,Electric,Steel,2.0
Ground,Normal,Electric,Fairy,1.0
Flying,Normal,Electric,Normal,1.0
Flying,Normal,Electric,Fire,1.0
Flying,Normal,Electric,Water,1.0
Flying,Normal,Electric,Electric,0.5
Flying,Normal,Electric,Grass,2.0
Flying,Normal,Electric,Ice,1.0
Flying,Normal,Electric,Fighting,2.0
Flying,Normal,Electric,Poison,1.0
Flying,Normal,Electric,Ground,1.0
Flying,Normal,Electric,Flying,1.0
Flying,Normal,Electric,Psychic,1.0
Flying,Normal,Bug,Electric,2.0
Flying,Normal,Electric,Rock,0.5
Flying,Normal,Electric,Ghost,1.0
Flying,Normal,Dragon,Electric,1.0
Flying,Normal,Dark,Electric,1.0
Flying,Normal,Electric,Steel,0.5
Flying,Normal,Electric,Fairy,1.0
Normal,Psychic,Electric,Electric,1.0
Normal,Psychic,Electric,Grass,1.0
Normal,Psychic,Electric,Ice,1.0
Normal,Psychic,Electric,Fighting,2.0
Normal,Psychic,Electric,Poison,2.0
Normal,Psychic,Electric,Ground,1.0
Normal,Psychic,Electric,Flying,1.0
Normal,Psychic,Electric,Psychic,0.5
Normal,Psychic,Bug,Electric,1.0
Normal,Psychic,Electric,Rock,1.0
Normal,Psychic,Electric,Ghost,1.0
Normal,Psychic,Dragon,Electric,1.0
Normal,Psychic,Dark,Electric,0.0
Normal,Psychic,Electric,Steel,0.5
Normal,Psychic,Electric,Fairy,1.0
Bug,Normal,Electric,Fire,0.5
Bug,Normal,Electric,Electric,1.0
Bug,Normal,Electric,Grass,2.0
Bug,Normal,Electric,Ice,1.0
Bug,Normal,Electric,Fighting,0.5
Bug,Normal,Electric,Poison,0.5
Bug,Normal,Electric,Ground,1.0
Bug,Normal,Electric,Flying,0.5
Bug,Normal,Electric,Psychic,2.0
Bug,Normal,Bug,Electric,1.0
Bug,Normal,Electric,Rock,1.0
Bug,Normal,Electric,Ghost,0.5
Bug,Normal,Dragon,Electric,1.0
Bug,Normal,Dark,Electric,2.0
Bug,Normal,Electric,Steel,0.5
Bug,Normal,Electric,Fairy,0.5
Normal,Rock,Electric,Fire,2.0
Normal,Rock,Electric,Electric,1.0
Normal,Rock,Electric,Grass,1.0
Normal,Rock,Electric,Ice,2.0
Normal,Rock,Electric,Fighting,0.5
Normal,Rock,Electric,Poison,1.0
Normal,Rock,Electric,Ground,0.5
Normal,Rock,Electric,Flying,2.0
Normal,Rock,Electric,Psychic,1.0
Normal,Rock,Bug,Electric,2.0
Normal,Rock,Electric,Rock,1.0
Normal,Rock,Electric,Ghost,1.0
Normal,Rock,Dragon,Electric,1.0
Normal,Rock,Dark,Electric,1.0
Normal,Rock,Electric,Steel,0.5
Normal,Rock,Electric,Fairy,1.0
Ghost,Normal,Electric,Normal,0.0
Ghost,Normal,Electric,Electric,1.0
Ghost,Normal,Electric,Grass,1.0
Ghost,Normal,Electric,Ice,1.0
Ghost,Normal,Electric,Fighting,1.0
Ghost,Normal,Electric,Poison,1.0
Ghost,Normal,Electric,Ground,1.0
Ghost,Normal,Electric,Flying,1.0
Ghost,Normal,Electric,Psychic,2.0
Ghost,Normal,Bug,Electric,1.0
Ghost,Normal,Electric,Rock,1.0
Ghost,Normal,Electric,Ghost,2.0
Ghost,Normal,Dragon,Electric,1.0
Ghost,Normal,Dark,Electric,0.5
Ghost,Normal,Electric,Steel,1.0
Ghost,Normal,Electric,Fairy,1.0
Dragon,Normal,Electric,Electric,1.0
Dragon,Normal,Electric,Grass,1.0
Dragon,Normal,Electric,Ice,1.0
Dragon,Normal,Electric,Fighting,1.0
Dragon,Normal,Electric,Poison,1.0
Dragon,Normal,Electric,Ground,1.0
Dragon,Normal,Electric,Flying,1.0
Dragon,Normal,Electric,Psychic,1.0
Dragon,Normal,Bug,Electric,1.0
Dragon,Normal,Electric,Rock,1.0
Dragon,Normal,Electric,Ghost,1.0
Dragon,Normal,Dragon,Electric,2.0
Dragon,Normal,Dark,Electric,1.0
Dragon,Normal,Electric,Steel,0.5
Dragon,Normal,Electric,Fairy,0.0
Dark,Normal,Electric,Electric,1.0
Dark,Normal,Electric,Grass,1.0
Dark,Normal,Electric,Ice,1.0
Dark,Normal,Electric,Fighting,0.5
Dark,Normal,Electric,Poison,1.0
Dark,Normal,Electric,Ground,1.0
Dark,Normal,Electric,Flying,1.0
Dark,Normal,Electric,Psychic,2.0
Dark,Normal,Bug,Electric,1.0
Dark,Normal,Electric,Rock,1.0
Dark,Normal,Electric,Ghost,2.0
Dark,Normal,Dragon,Electric,1.0
Dark,Normal,Dark,Electric,0.5
Dark,Normal,Electric,Steel,1.0
Dark,Normal,Electric,Fairy,0.5
Normal,Steel,Electric,Normal,1.0
Normal,Steel,Electric,Electric,0.5
Normal,Steel,Electric,Grass,1.0
Normal,Steel,Electric,Ice,2.0
Normal,Steel,Electric,Fighting,1.0
Normal,Steel,Electric,Poison,1.0
Normal,Steel,Electric,Ground,1.0
Normal,Steel,Electric,Flying,1.0
Normal,Steel,Electric,Psychic,1.0
Normal,Steel,Bug,Electric,1.0
Normal,Steel,Electric,Rock,2.0
Normal,Steel,Electric,Ghost,1.0
Normal,Steel,Dragon,Electric,1.0
Normal,Steel,Dark,Electric,1.0
Normal,Steel,Electric,Steel,0.5
Normal,Steel,Electric,Fairy,2.0
Fairy,Normal,Electric,Fire,0.5
Fairy,Normal,Electric,Electric,1.0
Fairy,Normal,Electric,Grass,1.0
Fairy,Normal,Electric,Ice,1.0
Fairy,Normal,Electric,Fighting,2.0
Fairy,Normal,Electric,Poison,0.5
Fairy,Normal,Electric,Ground,1.0
Fairy,Normal,Electric,Flying,1.0
Fairy,Normal,Electric,Psychic,1.0
Fairy,Normal,Bug,Electric,1.0
Fairy,Normal,Electric,Rock,1.0
Fairy,Normal,Electric,Ghost,1.0
Fairy,Normal,Dragon,Electric,2.0
Fairy,Normal,Dark,Electric,2.0
Fairy,Normal,Electric,Steel,0.5
Fairy,Normal,Electric,Fairy,1.0
Normal,Normal,Grass,Grass,1.0
Normal,Normal,Grass,Ice,1.0
Normal,Normal,Fighting,Grass,1.0
Normal,Normal,Grass,Poison,1.0
Normal,Normal,Grass,Ground,1.0
Normal,Normal,Flying,Grass,1.0
Normal,Normal,Grass,Psychic,1.0
Normal,Normal,Bug,Grass,1.0
Normal,Normal,Grass,Rock,0.5
Normal,Normal,Ghost,Grass,0.0
Normal,Normal,Dragon,Grass,1.0
Normal,Normal,Dark,Grass,1.0
Normal,Normal,Grass,Steel,0.5
Normal,Normal,Fairy,Grass,1.0
Fire,Normal,Grass,Normal,1.0
Fire,Normal,Fire,Grass,0.5
Fire,Normal,Grass,Water,0.5
Fire,Normal,Electric,Grass,1.0
Fire,Normal,Grass,Grass,2.0
Fire,Normal,Grass,Ice,2.0
Fire,Normal,Fighting,Grass,1.0
Fire,Normal,Grass,Poison,1.0
Fire,Normal,Grass,Ground,1.0
Fire,Normal,Flying,Grass,1.0
Fire,Normal,Grass,Psychic,1.0
Fire,Normal,Bug,Grass,2.0
Fire,Normal,Grass,Rock,0.5
Fire,Normal,Ghost,Grass,1.0
Fire,Normal,Dragon,Grass,0.5
Fire,Normal,Dark,Grass,1.0
Fire,Normal,Grass,Steel,2.0
Fire,Normal,Fairy,Grass,1.0
Normal,Water,Grass,Normal,1.0
Normal,Water,Fire,Grass,2.0
Normal,Water,Electric,Grass,1.0
Normal,Water,Grass,Grass,0.5
Normal,Water,Grass,Ice,1.0
Normal,Water,Fighting,Grass,1.0
Normal,Water,Grass,Poison,1.0
Normal,Water,Grass,Ground,2.0
Normal,Water,Flying,Grass,1.0
Normal,Water,Grass,Psychic,1.0
Normal,Water,Bug,Grass,1.0
Normal,Water,Grass,Rock,2.0
Normal,Water,Ghost,Grass,1.0
Normal,Water,Dragon,Grass,0.5
Normal,Water,Dark,Grass,1.0
Normal,Water,Grass,Steel,1.0
Normal,Water,Fairy,Grass,1.0
Electric,Normal,Grass,Normal,1.0
Electric,Normal,Fire,Grass,1.0
Electric,Normal,Grass,Water,2.0
Electric,Normal,Grass,Grass,0.5
Electric,Normal,Grass,Ice,1.0
Electric,Normal,Fighting,Grass,1.0
Electric,Normal,Grass,Poison,1.0
Electric,Normal,Grass,Ground,0.0
Electric,Normal,Flying,Grass,2.0
Electric,Normal,Grass,Psychic,1.0
Electric,Normal,Bug,Grass,1.0
Electric,Normal,Grass,Rock,1.0
Electric,Normal,Ghost,Grass,1.0
Electric,Normal,Dragon,Grass,0.5
Electric,Normal,Dark,Grass,1.0
Electric,Normal,Grass,Steel,1.0
Electric,Normal,Fairy,Grass,1.0
Grass,Normal,Grass,Normal,1.0
Grass,Normal,Grass,Water,2.0
Grass,Normal,Electric,Grass,1.0
Grass,Normal,Grass,Grass,0.5
Grass,Normal,Grass,Ice,1.0
Grass,Normal,Fighting,Grass,1.0
Grass,Normal,Grass,Poison,0.5
Grass,Normal,Grass,Ground,2.0
Grass,Normal,Flying,Grass,0.5
Grass,Normal,Grass,Psychic,1.0
Grass,Normal,Bug,Grass,0.5
Grass,Normal,Grass,Rock,2.0
Grass,Normal,Ghost,Grass,1.0
Grass,Normal,Dragon,Grass,0.5
Grass,Normal,Dark,Grass,1.0
Grass,Normal,Grass,Steel,0.5
Grass,Normal,Fairy,Grass,1.0
Ice,Normal,Grass,Normal,1.0
Ice,Normal,Fire,Grass,0.5
Ice,Normal,Grass,Water,0.5
Ice,Normal,Electric,Grass,1.0
Ice,Normal,Grass,Grass,2.0
Ice,Normal,Grass,Ice,0.5
Ice,Normal,Fighting,Grass,1.0
Ice,Normal,Grass,Poison,1.0
Ice,Normal,Grass,Ground,2.0
Ice,Normal,Flying,Grass,2.0
Ice,Normal,Grass,Psychic,1.0
Ice,Normal,Bug,Grass,1.0
Ice,Normal,Grass,Rock,1.0
Ice,Normal,Ghost,Grass,1.0
Ice,Normal,Dragon,Grass,2.0
Ice,Normal,Dark,Grass,1.0
Ice,Normal,Grass,Steel,0.5
Ice,Normal,Fairy,Grass,1.0
Fighting,Normal,Grass,Normal,2.0
Fighting,Normal,Grass,Grass,1.0
Fighting,Normal,Grass,Ice,2.0
Fighting,Normal,Fighting,Grass,1.0
Fighting,Normal,Grass,Poison,0.5
Fighting,Normal,Grass,Ground,1.0
Fighting,Normal,Flying,Grass,0.5
Fighting,Normal,Grass,Psychic,0.5
Fighting,Normal,Bug,Grass,0.5
Fighting,Normal,Grass,Rock,2.0
Fighting,Normal,Ghost,Grass,0.0
Fighting,Normal,Dragon,Grass,1.0
Fighting,Normal,Dark,Grass,2.0
Fighting,Normal,Grass,Steel,2.0
Fighting,Normal,Fairy,Grass,0.5
Normal,Poison,Grass,Normal,1.0
Normal,Poison,Fire,Grass,1.0
Normal,Poison,Grass,Water,1.0
Normal,Poison,Electric,Grass,1.0
Normal,Poison,Grass,Grass,2.0
Normal,Poison,Grass,Ice,1.0
Normal,Poison,Fighting,Grass,1.0
Normal,Poison,Grass,Poison,0.5
Normal,Poison,Grass,Ground,0.5
Normal,Poison,Flying,Grass,1.0
Normal,Poison,Grass,Psychic,1.0
Normal,Poison,Bug,Grass,1.0
Normal,Poison,Grass,Rock,0.5
Normal,Poison,Ghost,Grass,0.5
Normal,Poison,Dragon,Grass,1.0
Normal,Poison,Dark,Grass,1.0
Normal,Poison,Grass,Steel,0.0
Normal,Poison,Fairy,Grass,2.0
Ground,Normal,Grass,Normal,1.0
Ground,Normal,Fire,Grass,2.0
Ground,Normal,Grass,Water,1.0
Ground,Normal,Electric,Grass,2.0
Ground,Normal,Grass,Grass,0.5
Ground,Normal,Grass,Ice,1.0
Ground,Normal,Fighting,Grass,1.0
Ground,Normal,Grass,Poison,2.0
